State,PC No,PC Name,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Year 
Maharashtra,47,Kolhapur,1,CHHATRAPATI SHAHU SHAHAJI,Indian National Congress,750323,4199,754522,2024
Maharashtra,47,Kolhapur,2,SANJAY SADASHIVRAO MANDLIK,Shiv Sena,597014,2544,599558,2024
Maharashtra,47,Kolhapur,3,SANJAY BHIKAJI MAGADE,Bahujan Samaj Party,3946,56,4002,2024
Maharashtra,47,Kolhapur,4,MUSHTAK AJIJ MULLA,Independent,3822,2,3824,2024
Maharashtra,47,Kolhapur,5,MADHURI RAJU JADHAV,Independent,3503,5,3508,2024
Maharashtra,47,Kolhapur,6,KHADE BAJIRAO NANASO,Independent,3497,15,3512,2024
Maharashtra,47,Kolhapur,7,KRUSHNABAI DIPAK CHOUGALE,Independent,3045,18,3063,2024
Maharashtra,47,Kolhapur,8,KOGALE SANDEEP BHAIRAVNATH,Desh Janhit Party,2952,23,2975,2024
Maharashtra,47,Kolhapur,9,ADV. YASH SUHAS HEGDEPATIL,Independent,2457,2,2459,2024
Maharashtra,47,Kolhapur,10,NAGNATH PUNDALIK BENAKE,Independent,1215,12,1227,2024
Maharashtra,47,Kolhapur,11,RAJANDARA BALASO KOLI,Independent,1029,15,1044,2024
Maharashtra,47,Kolhapur,12,B. T. PATIL (EX SERVICEMAN),Bharatheeya Jawan Kisan Party,1011,96,1107,2024
Maharashtra,47,Kolhapur,13,SUBHASH VAIJU DESAI,Independent,847,2,849,2024
Maharashtra,47,Kolhapur,14,MANGESH JAYSINGH PATIL,Independent,647,6,653,2024
Maharashtra,47,Kolhapur,15,SHASHIBHUSHAN JEEVANRAO DESAI,Akhil Bharat Hindu Mahasabha,636,15,651,2024
Maharashtra,47,Kolhapur,16,SANTOSH GANPATI BISURE,Apni Prajahit Party,635,4,639,2024
Maharashtra,47,Kolhapur,17,DR. SUNIL NAMDEV PATIL,National Black Panther Party,626,7,633,2024
Maharashtra,47,Kolhapur,18,KRUSHNA HANMANT DESAI,Independent,602,2,604,2024
Maharashtra,47,Kolhapur,19,IRFAN ABUTALIB CHAND,Independent,595,2,597,2024
Maharashtra,47,Kolhapur,20,MANE ARVIND BHIVA,Bhartiya Rashtriya Dal,558,12,570,2024
Maharashtra,47,Kolhapur,21,SANDEEP GUNDOPANT SANKPAL,Independent,541,3,544,2024
Maharashtra,47,Kolhapur,22,KUDARTULLA ADAM LATIF,Independent,465,2,467,2024
Maharashtra,47,Kolhapur,23,SALIM NURMUHAMAD BAGWAN,Independent,334,1,335,2024
Maharashtra,47,Kolhapur,24,NOTA,None of the Above,5932,51,5983,2024
Maharashtra,48,Hatkanangale,1,DHAIRYASHEEL SAMBHAJIRAO MANE,Shiv Sena,518334,1856,520190,2024
Maharashtra,48,Hatkanangale,2,SATYAJEET BABASAHEB PATIL (AABA) SARUDKAR,Shiv Sena (Uddhav Balasaheb Thackrey),504181,2583,506764,2024
Maharashtra,48,Hatkanangale,3,RAJU SHETTI,Swabhimani Paksha,178866,984,179850,2024
Maharashtra,48,Hatkanangale,4,D. C. PATIL DADASAHEB / DADGONDA CHAVGONDA PATIL,Vanchit Bahujan  Aaghadi,32591,105,32696,2024
Maharashtra,48,Hatkanangale,5,ASLAM AINODIN MULLA,Independent,6107,4,6111,2024
Maharashtra,48,Hatkanangale,6,ANANDRAO VASANTRAO SARNAIK (FOUJI BAPU),Independent,4944,11,4955,2024
Maharashtra,48,Hatkanangale,7,TANDALE LAXMAN SHIVAJI,Independent,4788,1,4789,2024
Maharashtra,48,Hatkanangale,8,PROF. PARASHURAM MANE,Independent,4467,10,4477,2024
Maharashtra,48,Hatkanangale,9,KAMBLE RAVINDRA TUKARAM,Bahujan Samaj Party,3968,65,4033,2024
Maharashtra,48,Hatkanangale,10,SATYAJEET PATIL (AABA),Independent,3602,30,3632,2024
Maharashtra,48,Hatkanangale,11,ANANDRAO TUKARAM THORAT,Independent,3497,2,3499,2024
Maharashtra,48,Hatkanangale,12,IMRAN IQBAL KHATIB,Bahujan Mukti Party,3172,18,3190,2024
Maharashtra,48,Hatkanangale,13,RAGHUNATHDADA PATIL,Bharatheeya Jawan Kisan Party,2146,28,2174,2024
Maharashtra,48,Hatkanangale,14,JAVED SIKANDAR MUJAVAR,Independent,1849,3,1852,2024
Maharashtra,48,Hatkanangale,15,SANTOSH KERBA KHOT,Kamgaar Kisan Party,1697,4,1701,2024
Maharashtra,48,Hatkanangale,16,DR. ISHWAR MAHADEV YAMGAR,Bharatiya Lokshakti Party,1520,17,1537,2024
Maharashtra,48,Hatkanangale,17,SHIVAJI DHONDIRAM SANKPAL,Independent,1390,2,1392,2024
Maharashtra,48,Hatkanangale,18,SHARAD BABURAO PATIL,National Black Panther Party,1356,5,1361,2024
Maharashtra,48,Hatkanangale,19,MANOHAR PRADIP SATPUTE,Independent,1063,3,1066,2024
Maharashtra,48,Hatkanangale,20,DHANAJI JAGANNATH GURAV (SHIVAREKAR),Lokrajya Janata Party,1054,7,1061,2024
Maharashtra,48,Hatkanangale,21,DAVARI LAXMAN SHRIPATI,Independent,1004,5,1009,2024
Maharashtra,48,Hatkanangale,22,RAJENDRA BHIMRAO MANE,Independent,935,5,940,2024
Maharashtra,48,Hatkanangale,23,DINAKARRAO TULSHIDAS CHAVAN (PATIL),All India Forward Bloc,674,5,679,2024
Maharashtra,48,Hatkanangale,24,RAMCHANDRA GOVINDRAO SALUNKHE,Independent,618,0,618,2024
Maharashtra,48,Hatkanangale,25,MOHITE DEVENDRA NANA,Independent,559,1,560,2024
Maharashtra,48,Hatkanangale,26,MANE ARVIND BHIVA,Independent,422,2,424,2024
Maharashtra,48,Hatkanangale,27,MAHAMMAD MUBARAK DARAVESHI,Independent,360,1,361,2024
Maharashtra,48,Hatkanangale,28,NOTA,None of the Above,5027,76,5103,2024
Manipur,1,Inner Manipur,1,ANGOMCHA BIMOL AKOIJAM,Indian National Congress,370678,3339,374017,2024
Manipur,1,Inner Manipur,2,THOUNAOJAM BASANTA KUMAR SINGH,Bharatiya Janata Party,262217,1999,264216,2024
Manipur,1,Inner Manipur,3,MAHESHWAR THOUNAOJAM,Republican Party of India (Athawale),134308,1332,135640,2024
Manipur,1,Inner Manipur,4,RAJKUMAR SOMENDRO SINGH,Independent,12892,158,13050,2024
Manipur,1,Inner Manipur,5,MOIRANGTHEM TOTOMSHANA NONGSHABA,Independent,4831,50,4881,2024
Manipur,1,Inner Manipur,6,HAORUNGBAM SARAT SINGH,Independent,1279,17,1296,2024
Manipur,1,Inner Manipur,7,NOTA,None of the Above,3707,90,3797,2024
Manipur,2,Outer Manipur,1,ALFRED KANNGAM S ARTHUR,Indian National Congress,381813,3141,384954,2024
Manipur,2,Outer Manipur,2,KACHUI TIMOTHY ZIMIK,Naga Peoples Front,298358,1178,299536,2024
Manipur,2,Outer Manipur,3,S KHO JOHN,Independent,89677,233,89910,2024
Manipur,2,Outer Manipur,4,ALYSON ABONMAI,Independent,14865,245,15110,2024
Manipur,2,Outer Manipur,5,NOTA,None of the Above,6530,695,7225,2024
Meghalaya,1,Shillong,1,DR. RICKY ANDREW J. SYNGKON,Voice of the People Party,569156,1922,571078,2024
Meghalaya,1,Shillong,2,VINCENT H. PALA,Indian National Congress,198045,1123,199168,2024
Meghalaya,1,Shillong,3,DR. MAZEL AMPAREEN LYNGDOH,National People's Party,185531,957,186488,2024
Meghalaya,1,Shillong,4,ROBERTJUNE KHARJAHRIN,United Democratic Party,44278,285,44563,2024
Meghalaya,1,Shillong,5,PROF. LAKHON KMA,Independent,18522,60,18582,2024
Meghalaya,1,Shillong,6,PETER SHALLAM,Independent,6975,49,7024,2024
Meghalaya,1,Shillong,7,NOTA,None of the Above,10944,64,11008,2024
Meghalaya,2,Tura,1,SALENG A SANGMA,Indian National Congress,382058,1861,383919,2024
Meghalaya,2,Tura,2,AGATHA K SANGMA,National People's Party,227210,1468,228678,2024
Meghalaya,2,Tura,3,ZENITH M SANGMA,All India Trinamool Congress,48518,191,48709,2024
Meghalaya,2,Tura,4,LABENN CH MARAK,Independent,6846,64,6910,2024
Meghalaya,2,Tura,5,NOTA,None of the Above,5809,31,5840,2024
Mizoram,1,MIZORAM,1,RICHARD VANLALHMANGAIHA,Zoram People’s Movement,206377,2175,208552,2024
Mizoram,1,MIZORAM,2,K VANLALVENA,Mizo National Front,139532,732,140264,2024
Mizoram,1,MIZORAM,3,LALBIAKZAMA,Indian National Congress,97761,834,98595,2024
Mizoram,1,MIZORAM,4,VANLALHMUAKA,Bharatiya Janata Party,33009,524,33533,2024
Mizoram,1,MIZORAM,5,LALHRIATRENGA CHHANGTE,Independent,4663,43,4706,2024
Mizoram,1,MIZORAM,6,RITA MALSAWMI,Mizoram People's Conference,3681,112,3793,2024
Mizoram,1,MIZORAM,7,NOTA,None of the Above,1866,27,1893,2024
Nagaland,1,Nagaland,1,S SUPONGMEREN JAMIR,Indian National Congress,399512,2439,401951,2024
Nagaland,1,Nagaland,2,DR CHUMBEN MURRY,Nationalist Democratic Progressive Party,350072,895,350967,2024
Nagaland,1,Nagaland,3,HAYITHUNG TUNGOE LOTHA,Independent,6050,182,6232,2024
Nagaland,1,Nagaland,4,NOTA,None of the Above,1520,126,1646,2024
Odisha,1,Bargarh,1,PRADEEP PUROHIT,Bharatiya Janata Party,709606,6753,716359,2024
Odisha,1,Bargarh,2,PARINITA MISHRA,Biju Janata Dal,463008,1684,464692,2024
Odisha,1,Bargarh,3,SANJAY BHOI,Indian National Congress,92666,885,93551,2024
Odisha,1,Bargarh,4,JAYARAM BAGH,Bahujan Samaj Party,9215,107,9322,2024
Odisha,1,Bargarh,5,GNYANENDRA BEHERA,Independent,4539,24,4563,2024
Odisha,1,Bargarh,6,DEVIKA SIKA,National Apni Party,4524,14,4538,2024
Odisha,1,Bargarh,7,PRABHAT KUMAR DHARUA,Independent,4294,4,4298,2024
Odisha,1,Bargarh,8,NOTA,None of the Above,12414,127,12541,2024
Odisha,2,Sundargarh,1,JUAL ORAM,Bharatiya Janata Party,490655,3627,494282,2024
Odisha,2,Sundargarh,2,DILIP KUMAR TIRKEY,Biju Janata Dal,353708,1766,355474,2024
Odisha,2,Sundargarh,3,JANARDAN DEHURY,Indian National Congress,260681,1305,261986,2024
Odisha,2,Sundargarh,4,JUSTIN LUGUN,Socialist Unity Centre Of India (COMMUNIST),9120,21,9141,2024
Odisha,2,Sundargarh,5,JAGABANDHU ORAM,Independent,6023,4,6027,2024
Odisha,2,Sundargarh,6,SUMANTA KUMAR SORENG,National Apni Party,4035,17,4052,2024
Odisha,2,Sundargarh,7,SANTOSH JURA,Naba Bharata Nirmana Seva Party,3976,5,3981,2024
Odisha,2,Sundargarh,8,PARUA EKKA,Jharkhand Party,3018,15,3033,2024
Odisha,2,Sundargarh,9,NOTA,None of the Above,17752,49,17801,2024
Odisha,3,Sambalpur,1,DHARMENDRA PRADHAN,Bharatiya Janata Party,587827,4335,592162,2024
Odisha,3,Sambalpur,2,PRANAB PRAKASH DAS,Biju Janata Dal,471198,1128,472326,2024
Odisha,3,Sambalpur,3,NAGENDRA KUMAR PRADHAN,Indian National Congress,88573,540,89113,2024
Odisha,3,Sambalpur,4,SADANAND RANBIDA,Bahujan Samaj Party,4776,19,4795,2024
Odisha,3,Sambalpur,5,SRIRAM PANDEY,Independent,4700,2,4702,2024
Odisha,3,Sambalpur,6,SHUSHIL KUMAR BABU,Independent,4298,5,4303,2024
Odisha,3,Sambalpur,7,GNYANENDRA BEHERA,Independent,3331,3,3334,2024
Odisha,3,Sambalpur,8,NABAKISHORE PRADHAN,Socialist Unity Centre Of India (COMMUNIST),3151,6,3157,2024
Odisha,3,Sambalpur,9,ATMA RAM SUPKAR,Independent,2053,6,2059,2024
Odisha,3,Sambalpur,10,PURUSHOTTAM PATRA,Kosal Janata Dal,1731,4,1735,2024
Odisha,3,Sambalpur,11,RAKESH BAG,Bharatiya Nyay-Adhikar Raksha Party,1704,4,1708,2024
Odisha,3,Sambalpur,12,SUBASH MOHAPATRA,National Jan Dal,1669,24,1693,2024
Odisha,3,Sambalpur,13,LAXMAN KUMAR BHOI,Paschimanchal Vikas Party,1662,20,1682,2024
Odisha,3,Sambalpur,14,KHAGESWAR BEHERA,Rashtriya Manav Party,1492,3,1495,2024
Odisha,3,Sambalpur,15,NOTA,None of the Above,12451,32,12483,2024
Odisha,4,Keonjhar,1,ANANTA NAYAK,Bharatiya Janata Party,571133,2790,573923,2024
Odisha,4,Keonjhar,2,DHANURJAYA SIDU,Biju Janata Dal,476206,675,476881,2024
Odisha,4,Keonjhar,3,BINOD BIHARI NAIK,Indian National Congress,104944,334,105278,2024
Odisha,4,Keonjhar,4,JOHN MIRAN MUNDA,Independent,31729,7,31736,2024
Odisha,4,Keonjhar,5,SAHEBA JUANGA,Manas Lokshakti Dal,11040,3,11043,2024
Odisha,4,Keonjhar,6,SUSHANT KUMAR NAIK,Independent,9041,3,9044,2024
Odisha,4,Keonjhar,7,LAMBODAR NAIK,Independent,6778,0,6778,2024
Odisha,4,Keonjhar,8,HARIHAR MUNDA,Socialist Unity Centre Of India (COMMUNIST),6569,5,6574,2024
Odisha,4,Keonjhar,9,RAGHUMANI NAIK,Independent,4550,6,4556,2024
Odisha,4,Keonjhar,10,RAM PRASAD HEMBRAM,Bahujan Samaj Party,3884,11,3895,2024
Odisha,4,Keonjhar,11,PITABASA NAIK,AJSU Party,2141,3,2144,2024
Odisha,4,Keonjhar,12,NOTA,None of the Above,24746,17,24763,2024
Odisha,5,Mayurbhanj,1,NABA CHARAN MAJHI,Bharatiya Janata Party,580579,5392,585971,2024
Odisha,5,Mayurbhanj,2,SUDAM MARNDI,Biju Janata Dal,364745,1892,366637,2024
Odisha,5,Mayurbhanj,3,ANJANI SOREN,Jharkhand Mukti Morcha,134713,686,135399,2024
Odisha,5,Mayurbhanj,4,RABINDRA NATH SINGH,Independent,9282,42,9324,2024
Odisha,5,Mayurbhanj,5,ASHOK KUMAR SING,Independent,8918,35,8953,2024
Odisha,5,Mayurbhanj,6,JATIA SAWAYAN,Bahujan Samaj Party,8457,45,8502,2024
Odisha,5,Mayurbhanj,7,SANTILATA CHATTAR,Independent,8448,29,8477,2024
Odisha,5,Mayurbhanj,8,PITAMBAR NAIK,Socialist Unity Centre Of India (COMMUNIST),8070,44,8114,2024
Odisha,5,Mayurbhanj,9,ANTA ALOK BASKEY,AJSU Party,5386,8,5394,2024
Odisha,5,Mayurbhanj,10,BAJUN HANSDA,Independent,5304,18,5322,2024
Odisha,5,Mayurbhanj,11,KANHU CHARAN TUDU,Independent,5103,35,5138,2024
Odisha,5,Mayurbhanj,12,SUKANTA HEMBRAM,Bharatiya Nyay-Adhikar Raksha Party,3636,20,3656,2024
Odisha,5,Mayurbhanj,13,GURU  CHARAN HEMBRAM,Bharatheeya Jawan Kisan Party,3175,35,3210,2024
Odisha,5,Mayurbhanj,14,NOTA,None of the Above,19853,100,19953,2024
Odisha,6,Balasore,1,PRATAP CHANDRA SARANGI,Bharatiya Janata Party,561590,2275,563865,2024
Odisha,6,Balasore,2,LEKHASRI SAMANTSINGHAR,Biju Janata Dal,415917,792,416709,2024
Odisha,6,Balasore,3,SHRIKANTA JENA,Indian National Congress,236081,926,237007,2024
Odisha,6,Balasore,4,RAJAT KUMAR BEHERA,Bahujan Samaj Party,2913,7,2920,2024
Odisha,6,Balasore,5,GOBINDA CHANDRA BHOI,National Apni Party,2640,0,2640,2024
Odisha,6,Balasore,6,SURYAKANTA DASMOHAPATRA,Independent,2156,5,2161,2024
Odisha,6,Balasore,7,MAHAMEGHABAHAN AIRA KHARABELA SWAIN,Independent,1863,5,1868,2024
Odisha,6,Balasore,8,PRAMOD KUMAR PATTAYAT,Independent,1637,2,1639,2024
Odisha,6,Balasore,9,BIREN PUHAN,Krupaa Party,1450,2,1452,2024
Odisha,6,Balasore,10,DEEPAK SANKAR THAKUR GIRI,Independent,1191,3,1194,2024
Odisha,6,Balasore,11,AKHIL KUMAR MOHANTA,Independent,829,1,830,2024
Odisha,6,Balasore,12,NOTA,None of the Above,7333,17,7350,2024
Odisha,7,Bhadrak,1,AVIMANYU SETHI,Bharatiya Janata Party,569705,3614,573319,2024
Odisha,7,Bhadrak,2,MANJULATA MANDAL,Biju Janata Dal,480105,1670,481775,2024
Odisha,7,Bhadrak,3,ANANTA PRASAD SETHI,Indian National Congress,221020,854,221874,2024
Odisha,7,Bhadrak,4,KIRTAN BIHARI MALIK,Socialist Unity Centre Of India (COMMUNIST),4879,1,4880,2024
Odisha,7,Bhadrak,5,ADV. ARJUN CHARAN MALLIK,Bahujan Samaj Party,3581,23,3604,2024
Odisha,7,Bhadrak,6,ANJAN DAS,Ambedkarite Party of India,3512,5,3517,2024
Odisha,7,Bhadrak,7,BASANTA KUMAR MAHALIK,Independent,1527,3,1530,2024
Odisha,7,Bhadrak,8,SARBESWAR BEHERA,Independent,1397,3,1400,2024
Odisha,7,Bhadrak,9,NOTA,None of the Above,5457,21,5478,2024
Odisha,8,Jajpur,1,SARMISTHA SETHI,Biju Janata Dal,529428,3224,532652,2024
Odisha,8,Jajpur,2,RABINDRA NARAYAN BEHERA,Bharatiya Janata Party,528959,5280,534239,2024
Odisha,8,Jajpur,3,ANCHAL DAS,Indian National Congress,52455,690,53145,2024
Odisha,8,Jajpur,4,SUBASH CHANDRA MALLIK,Socialist Unity Centre Of India (COMMUNIST),17955,52,18007,2024
Odisha,8,Jajpur,5,ER. SANDHYA RANI MALLICK,Bahujan Samaj Party,3189,29,3218,2024
Odisha,8,Jajpur,6,BHAIRABA PRASAD BEHERA,Independent,2398,5,2403,2024
Odisha,8,Jajpur,7,SUMANTA MALIK,Independent,2295,6,2301,2024
Odisha,8,Jajpur,8,BIDYADHAR DALEI,Ambedkarite Party of India,2172,0,2172,2024
Odisha,8,Jajpur,9,JHUNA MALIK,Manas Lokshakti Dal,2075,2,2077,2024
Odisha,8,Jajpur,10,ARTTATRANA MALIK,Independent,1234,18,1252,2024
Odisha,8,Jajpur,11,NARENDRA MALIKA,Independent,1119,0,1119,2024
Odisha,8,Jajpur,12,MANTU SETHI,Janta Darbar Party,954,2,956,2024
Odisha,8,Jajpur,13,BINOD KUMAR JENA,Gana Suraksha Party,876,3,879,2024
Odisha,8,Jajpur,14,NOTA,None of the Above,6738,50,6788,2024
Odisha,9,Dhenkanal,1,RUDRA NARAYAN PANY,Bharatiya Janata Party,593907,4814,598721,2024
Odisha,9,Dhenkanal,2,ABINASH SAMAL,Biju Janata Dal,520144,2010,522154,2024
Odisha,9,Dhenkanal,3,SASHMITA BEHERA,Indian National Congress,34052,678,34730,2024
Odisha,9,Dhenkanal,4,PRAFULLA KUMAR NAIK,Bahujan Samaj Party,4850,45,4895,2024
Odisha,9,Dhenkanal,5,MAHESWAR SAHOO,Independent,4614,15,4629,2024
Odisha,9,Dhenkanal,6,MANASI SWAIN,Socialist Unity Centre Of India (COMMUNIST),3376,8,3384,2024
Odisha,9,Dhenkanal,7,PRIYABRATA GARNAIK,Independent,2904,5,2909,2024
Odisha,9,Dhenkanal,8,JANARDAN NAIK,Independent,2647,6,2653,2024
Odisha,9,Dhenkanal,9,KAILAS CHANDRA PRADHAN,Independent,2205,8,2213,2024
Odisha,9,Dhenkanal,10,SWAPNA RANI JAMES,Utkal Samaj,1603,5,1608,2024
Odisha,9,Dhenkanal,11,NOTA,None of the Above,13731,46,13777,2024
Odisha,10,Bolangir,1,SANGEETA KUMARI SINGH DEO,Bharatiya Janata Party,614196,3548,617744,2024
Odisha,10,Bolangir,2,SURENDRA SINGH BHOI,Biju Janata Dal,483964,1116,485080,2024
Odisha,10,Bolangir,3,MANOJ KUMAR MISHRA,Indian National Congress,229577,1297,230874,2024
Odisha,10,Bolangir,4,SUNIL KUMAR BHOI,Socialist Unity Centre Of India (COMMUNIST),10334,21,10355,2024
Odisha,10,Bolangir,5,JAGADISH CHANDRA BIBHAR,Bahujan Samaj Party,9404,65,9469,2024
Odisha,10,Bolangir,6,BALRAM SINGH YADAV,Independent,8637,37,8674,2024
Odisha,10,Bolangir,7,MADHUSUDAN BARIK,Ambedkarite Party of India,7239,13,7252,2024
Odisha,10,Bolangir,8,BALARAM SA,Independent,6092,5,6097,2024
Odisha,10,Bolangir,9,AKSHAYA DISHRI,National Apni Party,5465,4,5469,2024
Odisha,10,Bolangir,10,RAJESH KUMAR PANDA,Ekam Sanatan Bharat Dal,3163,7,3170,2024
Odisha,10,Bolangir,11,NOTA,None of the Above,16010,54,16064,2024
Odisha,11,Kalahandi,1,MALVIKA DEVI,Bharatiya Janata Party,538535,5768,544303,2024
Odisha,11,Kalahandi,2,LAMBODAR NIAL,Biju Janata Dal,408267,2223,410490,2024
Odisha,11,Kalahandi,3,DROUPADI MAJHI,Indian National Congress,300060,3139,303199,2024
Odisha,11,Kalahandi,4,UMAKANTA TANDI,Independent,9180,14,9194,2024
Odisha,11,Kalahandi,5,BIRANCHI NARAYAN DURGA,Bahujan Samaj Party,8440,57,8497,2024
Odisha,11,Kalahandi,6,DR. DHARMANANDA GAHIR,Independent,7775,36,7811,2024
Odisha,11,Kalahandi,7,SIBA HATI,Samajwadi Party,7138,30,7168,2024
Odisha,11,Kalahandi,8,RAJARAM SAHU,Independent,6712,18,6730,2024
Odisha,11,Kalahandi,9,NARESH HIANLA,Independent,6627,14,6641,2024
Odisha,11,Kalahandi,10,GANGADHAR JAL,Independent,5547,43,5590,2024
Odisha,11,Kalahandi,11,HIMANSHU TRIPATHY,Samruddha Odisha,4898,8,4906,2024
Odisha,11,Kalahandi,12,NOTA,None of the Above,19620,95,19715,2024
Odisha,12,Nabarangpur,1,BALABHADRA MAJHI,Bharatiya Janata Party,478330,3066,481396,2024
Odisha,12,Nabarangpur,2,PRADEEP KUMAR MAJHI,Biju Janata Dal,392448,1412,393860,2024
Odisha,12,Nabarangpur,3,BHUJABAL MAJHI,Indian National Congress,302095,1297,303392,2024
Odisha,12,Nabarangpur,4,TRINATH MUNDAGUDIA,Socialist Unity Centre Of India (COMMUNIST),20548,11,20559,2024
Odisha,12,Nabarangpur,5,NOTA,None of the Above,43240,28,43268,2024
Odisha,13,Kandhamal,1,SUKANTA KUMAR PANIGRAHI,Bharatiya Janata Party,413320,3095,416415,2024
Odisha,13,Kandhamal,2,ACHYUTANANDA SAMANTA,Biju Janata Dal,393644,1400,395044,2024
Odisha,13,Kandhamal,3,AMIR CHAND NAYAK,Indian National Congress,143311,1011,144322,2024
Odisha,13,Kandhamal,4,BHAGIRATHI BALIARSINGH,Manas Lokshakti Dal,7329,1,7330,2024
Odisha,13,Kandhamal,5,KANAK MANJARI RATH,Independent,5201,4,5205,2024
Odisha,13,Kandhamal,6,HARIBANDHU BEHERA,Bahujan Samaj Party,5121,16,5137,2024
Odisha,13,Kandhamal,7,SUBASH MOHAPATRA,National Jan Dal,4133,4,4137,2024
Odisha,13,Kandhamal,8,PARSURAM PRADHAN,Kalinga Sena,2770,11,2781,2024
Odisha,13,Kandhamal,9,NOTA,None of the Above,15691,29,15720,2024
Odisha,14,Cuttack,1,BHARTRUHARI MAHTAB,Bharatiya Janata Party,529271,2330,531601,2024
Odisha,14,Cuttack,2,SANTRUPT MISRA,Biju Janata Dal,473443,1081,474524,2024
Odisha,14,Cuttack,3,SURESH MOHAPATRA,Indian National Congress,83461,354,83815,2024
Odisha,14,Cuttack,4,PRAMOD KUMAR MALLICK,Bahujan Samaj Party,4461,23,4484,2024
Odisha,14,Cuttack,5,NIRANJAN PATI,Independent,4390,6,4396,2024
Odisha,14,Cuttack,6,SOBHA PANDEY,Independent,3878,10,3888,2024
Odisha,14,Cuttack,7,PRAKASH CHANDRA SAHOO,Krupaa Party,3790,4,3794,2024
Odisha,14,Cuttack,8,RAJAKISHORE MALLIK,Socialist Unity Centre Of India (COMMUNIST),3072,3,3075,2024
Odisha,14,Cuttack,9,GOKULANANDA MISHRA,Independent,1804,4,1808,2024
Odisha,14,Cuttack,10,MINATI PATNAIK,Samruddha Odisha,1241,10,1251,2024
Odisha,14,Cuttack,11,NOTA,None of the Above,8130,29,8159,2024
Odisha,15,Kendrapara,1,BAIJAYANT PANDA,Bharatiya Janata Party,612916,2789,615705,2024
Odisha,15,Kendrapara,2,ANSHUMAN MOHANTY,Biju Janata Dal,547681,1488,549169,2024
Odisha,15,Kendrapara,3,SIDHARTH SWARUP DASH,Indian National Congress,94595,237,94832,2024
Odisha,15,Kendrapara,4,SOUBHAGYA KETAN SAMAL,Socialist Unity Centre Of India (COMMUNIST),3393,2,3395,2024
Odisha,15,Kendrapara,5,SEKHA SADIKA HOSEN,Bahujan Samaj Party,1845,7,1852,2024
Odisha,15,Kendrapara,6,SUPRAVA DAS,Akhil Bhartiya Parivar Party,1559,2,1561,2024
Odisha,15,Kendrapara,7,SRIRAM PANDEY,Independent,1397,2,1399,2024
Odisha,15,Kendrapara,8,SANTOSH KUMAR PATRA,Independent,1370,3,1373,2024
Odisha,15,Kendrapara,9,PRATAP CHANDRA MOHANTY,Independent,1088,7,1095,2024
Odisha,15,Kendrapara,10,PRANGYAN PRAKASH MOHAPATRA,Odisha Janata Party,910,2,912,2024
Odisha,15,Kendrapara,11,NOTA,None of the Above,5807,8,5815,2024
Odisha,16,Jagatsinghpur,1,BIBHU PRASAD TARAI,Bharatiya Janata Party,585672,3421,589093,2024
Odisha,16,Jagatsinghpur,2,DR. RAJASHREE MALLICK,Biju Janata Dal,546443,1954,548397,2024
Odisha,16,Jagatsinghpur,3,RABINDRA KUMAR SETHY,Indian National Congress,122875,695,123570,2024
Odisha,16,Jagatsinghpur,4,RAMESH CHANDRA SETHY,Communist Party of India,8112,18,8130,2024
Odisha,16,Jagatsinghpur,5,PEEYUUSH DAS,Ambedkarite Party of India,3225,5,3230,2024
Odisha,16,Jagatsinghpur,6,BIBHUTI BHUSAN MAJHI,Bahujan Samaj Party,2718,22,2740,2024
Odisha,16,Jagatsinghpur,7,MAHESWAR DAS,Socialist Unity Centre Of India (COMMUNIST),2374,10,2384,2024
Odisha,16,Jagatsinghpur,8,SANKAR DAS,Independent,1476,12,1488,2024
Odisha,16,Jagatsinghpur,9,SILI MALLICK,Samruddha Odisha,924,6,930,2024
Odisha,16,Jagatsinghpur,10,ARJUNA CHARAN BEHERA,Independent,758,8,766,2024
Odisha,16,Jagatsinghpur,11,BHANUMATI DAS,Utkal Samaj,674,3,677,2024
Odisha,16,Jagatsinghpur,12,NOTA,None of the Above,4852,30,4882,2024
Odisha,17,Puri,1,SAMBIT PATRA,Bharatiya Janata Party,625372,3958,629330,2024
Odisha,17,Puri,2,ARUP MOHAN PATNAIK,Biju Janata Dal,523036,1585,524621,2024
Odisha,17,Puri,3,JAYANARAYAN PATTANAYAK,Indian National Congress,24066,276,24342,2024
Odisha,17,Puri,4,SANTANU KUMAR DAS,Bahujan Samaj Party,3918,11,3929,2024
Odisha,17,Puri,5,SUBASH CHANDRA BHOI,Socialist Unity Centre Of India (COMMUNIST),3257,9,3266,2024
Odisha,17,Puri,6,SOBHA PANDEY,Independent,2212,17,2229,2024
Odisha,17,Puri,7,DILLIP KUMAR BARAL,Independent,1605,6,1611,2024
Odisha,17,Puri,8,NOTA,None of the Above,7568,42,7610,2024
Odisha,18,Bhubaneswar,1,APARAJITA SARANGI,Bharatiya Janata Party,509567,2952,512519,2024
Odisha,18,Bhubaneswar,2,MANMATH KUMAR ROUTRAY,Biju Janata Dal,475990,1377,477367,2024
Odisha,18,Bhubaneswar,3,SYED YASHIR NAWAZ,Indian National Congress,66045,317,66362,2024
Odisha,18,Bhubaneswar,4,SURESH CHANDRA PANIGRAHY,Communist Party of India  (Marxist),4134,14,4148,2024
